sentences,lable
"


== Taxonomy ==


=== North American box turtles ===


==== Family Emydidae ====


===== Genus Terrapene =====
Terrapene carolinaEastern box turtle, Terrapene carolina carolina (Linnaeus, 1758)
Florida box turtle, Terrapene carolina bauri (Taylor, 1894)
Gulf Coast box turtle, Terrapene carolina major (Agassiz, 1857)
Three-toed box turtle, Terrapene carolina triunguis (Agassiz, 1857)
Mexican box turtle, Terrapene carolina mexicana (Gray, 1849)
Yucatán box turtle, Terrapene carolina yucatana (Boulenger, 1895)
Coahuilan box turtle, Terrapene coahuila (Schmidt & Owens, 1944)
Spotted box turtle, Terrapene nelsoni (Stejneger, 1925)
Terrapene ornataOrnate box turtle, Terrapene ornata ornata (Agassiz, 1857)
Desert box turtle, Terrapene ornata luteola (Smith & Ramsey, 1952)


=== Asian box turtles ===


==== Family Geoemydidae ====


===== Genus Cuora =====
Amboina box turtle, Cuora amboinensis (Suckow, 1798)
Yellow-headed box turtle, Cuora aurocapitata (Luo & Zong, 1988)
Chinese box turtle, Cuora flavomarginata (Gray, 1863)
Indochinese box turtle, Cuora galbinifrons (Bourret, 1939)
McCord's box turtle, Cuora mccordi (Ernst, 1988)
Pan's box turtle, Cuora pani (Song, 1987)
Golden coin turtle, Cuora trifasciata (Bell, 1825)
Yunnan box turtle, Cuora yunnanensis (Boulenger, 1906)
Zhou's box turtle, Cuora zhoui (Zhao, 1990)


===== Genus Pyxidea =====
Keeled box turtle, Pyxidea mouhotii (Gray, 1862)Pyxidea mouhotii mouhotii
Pyxidea mouhotii obsti


== See also ==
Turtle
Tortoise
Asian box turtle


== References ==

Reptile Database
Integrated Taxonomic Information Service",0
"Ceramic art is art made from ceramic materials, including clay",1
" It may take forms including artistic pottery, including tableware, tiles, figurines and other sculpture",1
" As one of the plastic arts, ceramic art is one of the visual arts",1
"  While some ceramics are considered fine art, such as pottery or sculpture, most are considered to be decorative, industrial or applied art objects",1
  Ceramics may also be considered artefacts in archaeology,1
  Ceramic art can be made by one person or by a group of people,1
"  In a pottery or ceramic factory, a group of people design, manufacture and decorate the art ware",1
"  Products from a pottery are sometimes referred to as ""art pottery""",1
"  In a one-person pottery studio, ceramists or potters produce studio pottery",1
"
The word ""ceramics"" comes from the Greek keramikos (κεραμεικός), meaning ""pottery"", which in turn comes from keramos (κέραμος) meaning ""potter's clay""",1
"  Most traditional ceramic products were made from clay (or clay mixed with other materials), shaped and subjected to heat, and tableware and decorative ceramics are generally still made this way",1
" In modern ceramic engineering usage, ceramics is the art and science of making objects from inorganic, non-metallic materials by the action of heat",1
 It excludes glass and mosaic made from glass tesserae,1
"
There is a long history of ceramic art in almost all developed cultures, and often ceramic objects are all the artistic evidence left from vanished cultures, like that of the Nok in Africa over 2,000 years ago",1
"  Cultures especially noted for ceramics include the Chinese, Cretan, Greek, Persian, Mayan, Japanese, and Korean cultures, as well as the modern Western cultures",1
"
Elements of ceramic art, upon which different degrees of emphasis have been placed at different times, are the shape of the object, its decoration by painting, carving and other methods, and the glazing found on most ceramics",1
"


== Materials ==

Different types of clay, when used with different minerals and firing conditions, are used to produce earthenware, stoneware, porcelain and bone china (fine china)",1
"

Earthenware is pottery that has not been fired to vitrification and is thus permeable to water",1
" Many types of pottery have been made from it from the earliest times, and until the 18th century it was the most common type of pottery outside the far East",1
" Earthenware is often made from clay, quartz and feldspar",1
" Terracotta, a type of earthenware, is a clay-based unglazed or glazed ceramic, where the fired body is porous",1
"  Its uses include vessels (notably flower pots), water and waste water pipes, bricks, and surface embellishment in building construction",1
  Terracotta has been a common medium for ceramic art (see below),1
"
Stoneware is a vitreous or semi-vitreous ceramic made primarily from stoneware clay or non-refractory fire clay",1
  Stoneware is fired at high temperatures,1
" Vitrified or not, it is nonporous; it may or may not be glazed",1
"  One widely recognised definition is from the Combined Nomenclature of the European Communities, a European industry standard states ""Stoneware, which, though dense, impermeable and hard enough to resist scratching by a steel point, differs from porcelain because it is more opaque, and normally only partially vitrified",1
 It may be vitreous or semi-vitreous,1
" It is usually coloured grey or brownish because of impurities in the clay used for its manufacture, and is normally glazed",1
"""
Porcelain is a ceramic material made by heating materials, generally including kaolin, in a kiln to temperatures between 1,200 and 1,400 °C (2,200 and 2,600 °F)",1
" The toughness, strength and translucence of porcelain, relative to other types of pottery, arises mainly from vitrification and the formation of the mineral mullite within the body at these high temperatures",1
" Properties associated with porcelain include low permeability and elasticity; considerable strength, hardness, toughness, whiteness, translucency and resonance; and a high resistance to chemical attack and thermal shock",1
"  Porcelain has been described as being ""completely vitrified, hard, impermeable (even before glazing), white or artificially coloured, translucent (except when of considerable thickness), and resonant""",1
